PRT_ID;AREA;INT_SQFT;DIST_MAINROAD;N_BEDROOM;N_BATHROOM;N_ROOM;SALE_COND;PARK_FACIL;DATE_BUILD;BUILDTYPE;UTILITY_AVAIL;STREET;MZZONE;QS_ROOMS;QS_BATHROOM;QS_BEDROOM;QS_OVERALL
P05289;Karapakkam;1686;41;2;2;4;Normal Sale;No;31/03/1982;House;AllPub;No Access;I;3.1;2.3;2.8;2.74
P05139;Velachery;1868;125;3;2;5;AbNormal;No;04/05/1962;House;ELO;Gravel;C;4.2;2.7;2.1;2.9
P09031;Adyar;719;43;1;1;2;Family;No;13/05/1981;House;ELO;Paved;A;3.6;5;2.2;3.18
P04644;Chrompet;889;119;1;1;3;Normal Sale;Yes;01/08/1987;Commercial;NoSewr ;Paved;RH;5;3.7;4.8;4.42
P04288;Anna Nagar;1970;75;2;1;5;AdjLand;No;03/10/1999;Other;NoSeWa;Gravel;RM;3.7;2.3;2.9;3.03
P02360;Karapakkam;1122;115;1;1;3;Family;No;22/10/1990;Others;ELO;Paved;RM;3.7;3.6;4;3.79
P07810;Chrompet;1198;113;1;1;3;AbNormal;No;04/08/1969;House;NoSeWa;Paved;RM;2.8;4.5;2.2;3.3
P06351;Anna Nagar;1507;140;1;1;4;AbNormal;Yes;12/09/1999;Commercial;NoSewr ;Gravel;RH;4.7;2.6;2.7;3.375
P01247;Anna Nagar;1600;154;1;1;4;Family;Yes;06/10/1991;House;ELO;Gravel;RH;3.9;2.7;2.5;3.04
P07781;Adyar;600;96;1;1;2;Normal Sale;Yes;10/08/1991;Others;ELO;No Access;RH;2.2;2.8;3.3;2.87
P05467;Chrompet;1153;136;1;1;3;Normal Sale;No;24/02/1990;Commercial;ELO;No Access;RM;2;2.3;3.2;2.48
P04371;Anna Nagar;1701;141;1;1;4;AbNormal;No;22/09/1978;House;NoSewr ;Gravel;RL;3.5;2.9;4.8;3.87
P03536;Karapakkam;1520;64;2;2;4;Partial;No;17/03/1964;Commercial;NoSeWa;No Access;C;3.5;2.1;5;3.68
P05498;Velachery;1716;86;2;1;4;Family;Yes;15/02/2002;House;ELO;Paved;RL;2.1;3.3;2.2;2.67
P05300;Chrompet;1065;127;1;1;3;AdjLand;No;01/04/1973;Others;NoSewr ;Paved;RL;3.2;2.5;2.3;2.65
P04548;KK Nagar;2283;56;4;2;6;Family;Yes;12/08/2004;Others;AllPub;Gravel;RL;3.4;3.6;3.4;3.46
P05642;Adyar;1284;141;2;2;4;Normal Sale;Yes;20/01/2005;Commercial;ELO;Paved;RL;3.4;2.1;4.3;3.59
P08738;Adyar;1275;196;2;2;4;AdjLand;Yes;11/09/1980;House;ELO;Gravel;C;3.1;4.8;2.9;3.34
P02597;Karapakkam;653;46;1;1;2;Partial;No;16/09/1961;Others;NoSewr ;Paved;RL;2.5;4;2.5;2.95
P05843;Anna Nagar;1688;167;1;1;4;Partial;No;22/12/1970;House;NoSewr ;Paved;RH;5;3.3;3.4;3.935
P09446;Adyar;848;125;1;1;3;AbNormal;No;06/12/1986;Others;NoSewr ;Gravel;A;3.4;4.8;4.9;4.43
P09528;Velachery;1796;176;2;1;4;AdjLand;Yes;05/11/1956;House;ELO;No Access;RH;4.8;2.1;3.8;3.29
P03007;Karapakkam;1299;114;1;1;3;AdjLand;No;26/06/1965;Commercial;NoSewr ;Paved;I;3;4.7;2.4;3.27
P04611;Karapakkam;1589;140;2;2;4;Normal Sale;No;10/08/1969;House;NoSewr ;Gravel;I;4.5;3.1;2;3.08
P00751;Anna Nagar;1615;181;1;1;4;AbNormal;No;27/08/1983;House;ELO;No Access;RH;2.1;4.6;2.5;2.885
P07016;KK Nagar;1778;91;3;2;5;Family;Yes;25/03/2002;House;NoSeWa;Gravel;RL;4.9;4.6;3.2;4.13
P08901;Adyar;765;11;1;1;2;Normal Sale;No;29/06/1996;House;ELO;Gravel;RL;4.5;4.2;4.9;4.64
P02105;Anna Nagar;1791;91;1;1;4;AbNormal;No;14/12/1992;Commercial;NoSeWa;Paved;RH;2.3;4.7;2.6;3.02
P02674;Velachery;1924;123;3;2;5;Partial;Yes;28/08/1978;Commercial;ELO;Gravel;RL;2.8;2.6;3.3;2.86
P08108;KK Nagar;2457;179;4;2;6;AdjLand;Yes;02/05/1979;Others;NoSewr ;Paved;RL;4.5;5;3.2;4.13
P09038;Chrompet;1225;72;2;1;4;AbNormal;Yes;06/05/2001;House;NoSeWa;No Access;RL;2.6;4.3;5;4
P07683;Chrompet;735;4;1;1;2;AdjLand;Yes;05/09/2001;Others;ELO;Gravel;RM;4.7;4.1;3;3.95
P08503;Anna Nagar;1867;138;2;1;5;Family;Yes;12/12/1983;House;NoSewr ;Paved;RL;4.9;3.5;3.5;3.99
P00482;Chrompet;780;187;1;1;2;Partial;No;22/03/1975;Others;AllPub;No Access;RL;2.5;4.7;2.3;3.32
P06504;T Nagar;1934;63;2;1;5;Normal Sale;No;06/08/2000;Commercial;AllPub;No Access;RM;2.1;2;2.8;2.39
P09099;Anna Nagar;1921;106;2;1;5;AdjLand;Yes;17/04/1967;Others;NoSeWa;No Access;RL;2.5;2;3.4;2.735
P09182;Chrompet;1217;97;2;1;4;AdjLand;Yes;10/03/1988;Others;NoSeWa;Paved;RH;2.8;3.4;3;3.1
P03510;Chrompet;1081;18;1;1;3;Family;Yes;15/03/2001;House;NoSeWa;Paved;RH;3.7;3.9;4;3.87
P05599;Anna Nagar;1794;45;1;1;4;Family;No;06/02/1970;Others;NoSewr ;Gravel;RM;2.8;2;2.5;2.48
P04465;KK Nagar;2215;88;3;2;5;Partial;Yes;29/08/1998;House;AllPub;Gravel;RH;2;2;2.8;2.32
P05656;Chrompet;848;6;1;1;3;AbNormal;No;24/01/1981;Others;NoSeWa;No Access;RH;4.8;2.7;4;3.72
P10021;Velachery;1806;71;3;2;5;Partial;Yes;14/02/1963;House;AllPub;Paved;RM;3.2;3.4;3;3.23
P08564;Chrompet;970;152;1;1;3;Partial;Yes;10/11/1990;House;ELO;No Access;RH;3;4.4;3.3;3.65
P07447;T Nagar;1549;77;1;1;4;AdjLand;No;14/11/1978;House;NoSeWa;Paved;RM;4.8;3.1;4.8;4.375
P02654;Chrompet;1148;85;1;1;3;AdjLand;No;31/08/1989;House;ELO;Gravel;RL;3.2;2.5;4.7;3.37
P05986;Velachery;1690;59;2;1;4;Normal Sale;Yes;25/11/1971;Commercial;AllPub;Gravel;C;2.7;3.4;4.3;3.5
P02417;Chrompet;1211;170;2;1;4;AdjLand;No;10/10/2000;House;ELO;Gravel;RH;3.4;3.1;2.9;3.13
P07789;Chrompet;1233;24;2;1;4;AbNormal;No;11/08/1975;House;NoSeWa;Gravel;RM;2.2;2;4.6;2.84
P03243;Velachery;1623;91;2;1;4;AdjLand;No;29/04/2003;Others;ELO;Paved;RL;4.3;3.4;2.5;3.36
P01393;Anna Nagar;1984;160;2;1;5;AdjLand;No;14/06/1986;Others;ELO;Paved;RM;3.5;3.5;5;4.1
P09963;Velachery;1971;5;3;2;5;Partial;Yes;11/07/1976;Commercial;NoSewr ;No Access;RH;2.5;2.8;2.6;2.67
P04522;Karapakkam;1130;130;1;1;3;Partial;Yes;15/08/2005;Others;NoSewr ;Gravel;RH;3;2.4;4.3;3.34
P01575;Adyar;1015;76;1;1;3;Family;Yes;17/03/2004;Commercial;NoSewr ;No Access;C;4.6;2.2;2.3;2.97
P07529;Chrompet;1002;60;1;1;3;Normal Sale;No;22/10/1972;Commercial;NoSeWa;Paved;RL;2.7;2.2;4.1;2.92
P02675;Adyar;990;44;1;1;3;AdjLand;Yes;21/08/2004;House;AllPub;No Access;RH;2.7;2.3;2;2.27
P01852;Karapakkam;740;53;1;1;2;Partial;Yes;04/02/1978;Others;NoSeWa;Paved;RM;2.3;4.8;4.9;4.09
P05765;Chrompet;1091;144;1;1;3;Partial;No;01/01/1987;Others;AllPub;No Access;RH;2.6;4.7;2.2;3.32
P09319;Chrompet;736;42;1;1;2;Partial;Yes;27/01/1970;Others;NoSewr ;Gravel;RL;3.9;3.1;4.3;3.7
P04117;T Nagar;1645;175;1;1;4;Normal Sale;No;11/11/1979;House;NoSewr ;Gravel;RH;2.3;5;4.2;3.83
P01879;KK Nagar;1765;6;2;1;4;AbNormal;No;30/01/1983;Others;NoSeWa;Paved;RH;2.6;5;3.7;3.76
P06981;KK Nagar;1634;200;2;1;4;AbNormal;No;05/04/1992;House;NoSeWa;Paved;RM;4.7;4.9;3.9;4.44
P09051;Chrompet;955;98;1;1;3;Normal Sale;No;05/05/1985;Commercial;ELO;Gravel;RM;4.9;4.3;3.8;4.33
P01935;Velachery;1781;173;2;1;4;Family;Yes;24/01/1962;House;AllPub;Paved;RL;4.8;2.6;4.2;3.63
P06922;Chrompet;730;142;1;1;2;AdjLand;Yes;27/04/1969;Commercial;NoSewr ;Gravel;RH;3.5;4.7;4;4.13
P02545;Karapakkam;586;45;1;1;2;AbNormal;No;23/09/1969;Others;NoSewr ;Paved;RH;3.3;3.4;2.2;2.89
P03982;Karapakkam;1670;69;2;2;4;Partial;Yes;11/12/1965;Commercial;AllPub;No Access;RH;2.4;2.7;2.6;2.57
P09314;T Nagar;1885;117;2;1;5;AbNormal;No;24/01/1988;House;NoSeWa;No Access;RM;4.1;4.4;2.7;3.545
P03882;Karapakkam;1090;34;1;1;3;AdjLand;Yes;04/01/1961;House;AllPub;No Access;A;2;4.4;4.9;3.88
P09813;Velachery;1629;77;2;1;4;AbNormal;No;03/06/1951;House;NoSeWa;Gravel;RL;3;3.5;4;3.53
P06733;Chrompet;1018;30;1;1;3;AdjLand;Yes;17/06/1976;Others;AllPub;Gravel;RM;4.4;2.5;4.6;3.7
P01431;Chrompet;1277;38;2;1;4;AbNormal;Yes;19/05/1978;House;AllPub;Paved;RL;4.1;2.3;4.4;3.47
P04763;Karapakkam;1395;77;2;2;4;Partial;No;04/07/2005;House;NoSewr ;Gravel;RH;2.5;3.1;2.4;2.64
P01912;T Nagar;1947;66;2;1;5;Partial;Yes;27/01/1968;House;NoSewr ;Paved;RM;3;3.4;3;3.1
P04538;Chrompet;893;57;1;1;3;Normal Sale;No;22/08/1970;Others;ELO;Gravel;RH;4.9;4.7;4.3;4.64
P08614;Anna Nagar;1897;148;2;1;5;Normal Sale;No;27/10/1990;Commercial;NoSewr ;Gravel;RH;4.1;3.1;3.3;3.53
P09439;Velachery;1633;9;2;1;4;AdjLand;Yes;14/12/1969;Others;NoSeWa;No Access;I;3.7;4.5;2.5;3.7
P04677;KK Nagar;2170;121;3;2;5;Family;Yes;22/07/2002;House;NoSewr ;Gravel;RL;3.7;4.6;4;4.09
P01387;Chrompet;1157;19;1;1;3;Normal Sale;No;18/06/2002;House;NoSewr ;Gravel;RL;3.6;4.6;2.2;3.58
P08052;KK Nagar;2041;85;3;2;5;Normal Sale;No;15/05/1989;House;NoSeWa;Paved;RH;2.1;5;2.2;3.01
P06581;Karapakkam;1332;137;1;1;3;Normal Sale;No;31/07/1965;Others;NoSewr ;Paved;RM;3.5;3.4;4.2;3.75
P07058;Chrompet;1122;33;1;1;3;AdjLand;No;14/03/1985;House;ELO;Paved;RH;2.1;3.1;3.5;2.92
P00299;Chrompet;1272;59;2;1;4;Partial;Yes;22/07/1990;House;AllPub;Paved;RH;2.9;3.1;2.1;2.74
P09490;Anna Nagar;1951;120;2;1;5;Family;Yes;22/11/1970;Commercial;ELO;No Access;RH;2.7;3;2.4;2.655
P00630;Chrompet;1236;41;2;1;4;AbNormal;Yes;28/11/1982;House;NoSewr ;Paved;RH;3.6;2.7;4.3;3.45
P05247;Adyar;702;51;1;1;2;AdjLand;Yes;08/04/1989;Commercial;AllPub;No Access;RH;3;2.7;4.7;3.79
P08743;Chrompet;1001;18;1;1;3;Partial;No;11/09/1976;House;NoSewr ;Paved;RL;3.3;4.1;2.4;3.35
P05703;Karapakkam;1265;108;1;1;3;Normal Sale;No;11/01/1997;Others;NoSeWa;Gravel;RM;2.5;3.8;2.3;2.81
P08649;Chrompet;739;142;1;1;2;Partial;No;13/10/1984;Commercial;AllPub;No Access;RM;3.8;3.7;4.1;3.85
P01793;Karapakkam;1628;185;2;2;4;Normal Sale;No;18/02/1968;Others;NoSeWa;Gravel;C;2.2;4.3;2.2;2.83
P09267;Chrompet;1065;117;1;1;3;Partial;No;10/02/1996;Commercial;NoSewr ;Gravel;RH;4.4;4;4.2;4.18
P02652;Karapakkam;1245;106;1;1;3;Partial;No;02/09/1983;Others;NoSeWa;Paved;A;4.1;2.9;3.5;3.5
P09383;Velachery;1755;78;2;1;4;AdjLand;Yes;31/12/1991;Commercial;AllPub;Gravel;A;4.7;2.3;3.1;3.14
P08476;Adyar;1178;119;1;1;3;Family;Yes;22/12/1987;Others;AllPub;Paved;RM;3.6;4.5;4.9;4.43
P08499;Chrompet;1058;61;1;1;3;Family;Yes;12/12/1985;House;NoSewr ;Paved;RH;3.9;3.2;2.7;3.26
P00460;Chrompet;889;149;1;1;3;AbNormal;Yes;08/04/1980;Others;NoSeWa;Gravel;RM;4.6;4.2;3;3.96
P04570;Adyar;689;98;1;1;2;Normal Sale;Yes;08/08/2005;Others;ELO;Paved;C;3.3;2.2;4.8;3.83
P02994;Adyar;663;57;1;1;2;AdjLand;Yes;21/06/1995;House;NoSewr ;No Access;A;3.7;3.4;3;3.29
P03675;Chrompet;1261;181;2;1;4;AdjLand;Yes;07/02/1990;House;NoSewr ;Paved;RH;2.1;2;3.2;2.39
P09539;Adyar;1089;82;1;1;3;Family;Yes;24/10/1985;Others;NoSewr ;No Access;I;2.8;5;3.7;3.69
P01315;Chrompet;844;43;1;1;3;AbNormal;Yes;18/08/1999;House;NoSeWa;Paved;RH;2.8;4.7;4.2;3.98
P02114;T Nagar;1770;176;1;1;4;Normal Sale;Yes;12/12/1998;House;ELO;Paved;RM;3.2;2.8;4.3;3.595
P07267;KK Nagar;1876;50;3;2;5;Family;Yes;10/01/1987;Commercial;NoSewr ;Gravel;RL;3.1;4.5;4.3;4
P03983;Karapakkam;931;86;1;1;3;Family;No;06/12/1985;House;ELO;Paved;I;4.7;5;4.9;
P01345;Anna Nagar;1777;192;1;1;4;AbNormal;Yes;24/07/2007;House;AllPub;Paved;RM;2.1;3.9;4.8;3.63
P06292;Adyar;635;133;1;1;2;Normal Sale;No;29/09/1969;Commercial;NoSeWa;No Access;A;4.6;3.2;3.8;3.92
P05096;Karapakkam;924;181;1;1;3;AdjLand;Yes;10/05/1976;Others;AllPub;Gravel;RM;2;3.6;2.1;2.52
P00811;Anna Nagar;1707;145;1;1;4;AdjLand;Yes;14/07/1988;Commercial;AllPub;Gravel;RH;3.9;4.8;3.7;4.045
P08636;Chrompet;1100;142;1;1;3;Partial;Yes;14/10/1999;House;NoSewr ;No Access;RH;2.4;3.8;2.2;2.9
P05579;Karapakkam;884;11;1;1;2;Normal Sale;Yes;07/02/1984;Commercial;NoSewr ;Paved;I;4.8;2.7;3.8;3.77
P06735;Anna Nagar;1572;94;1;1;4;AbNormal;No;15/06/1986;Others;ELO;No Access;RM;4.7;3.4;4.8;4.415
P04988;Chrompet;1002;45;1;1;3;Normal Sale;Yes;28/05/1984;Commercial;NoSeWa;Gravel;RH;5;2.5;3.8;3.64
P00541;Anna Nagar;1531;35;1;1;4;AbNormal;No;26/01/1994;Commercial;NoSeWa;Paved;RL;4.3;3.2;3.3;3.625
P07725;Chrompet;962;20;1;1;3;AdjLand;Yes;23/08/1993;Commercial;NoSeWa;Paved;RH;3.5;2.4;3.1;2.94
P07950;KK Nagar;2180;97;3;2;5;AdjLand;Yes;15/06/2000;Others;NoSeWa;Gravel;RM;2.7;4.9;4.5;4.08
P03728;Chrompet;844;116;1;1;3;Partial;Yes;28/01/1990;Others;NoSeWa;Gravel;RM;3.2;4.1;3;3.5
P08587;Adyar;695;86;1;1;2;AbNormal;Yes;31/10/1996;Commercial;ELO;No Access;I;4.6;3.9;2.4;3.36
P05011;Anna Nagar;1501;78;1;1;4;Normal Sale;Yes;27/05/1975;Others;ELO;Gravel;RM;4.5;3.1;2;3.15
P04846;Anna Nagar;1757;19;1;1;4;Normal Sale;No;26/06/1982;House;ELO;No Access;RM;4.8;4.5;2;3.605
P02935;Velachery;1672;194;2;1;4;Partial;No;01/07/1989;Others;AllPub;Gravel;RM;2.4;2;3.3;2.49
P04445;Adyar;682;59;1;1;2;Family;No;31/08/2003;Others;NoSewr ;Gravel;RH;2.5;3.1;4.1;3.42
P04123;Chrompet;1110;141;1;1;3;Family;Yes;06/11/1994;Others;AllPub;Gravel;RL;2.6;3.4;3.2;3.1
P09010;Chrompet;1182;188;1;1;3;Normal Sale;No;23/05/1979;Commercial;NoSewr ;Paved;RM;4.9;3.5;2.6;3.65
P04393;Karapakkam;1582;143;2;2;4;AbNormal;No;13/09/1994;Others;ELO;No Access;RL;3.1;4.4;4;3.85
P02344;KK Nagar;1863;175;3;2;5;AdjLand;No;23/10/2003;Others;AllPub;Paved;RM;2.5;3.1;4.3;3.4
P02810;Karapakkam;1655;97;2;2;4;Normal Sale;Yes;27/07/1985;House;NoSeWa;Paved;RL;4.7;3.7;4.8;4.44
P04409;Karapakkam;675;131;1;1;2;AdjLand;Yes;14/09/1980;Commercial;ELO;Paved;A;2.6;4.6;2.8;3.28
P07113;Anna Nagar;1899;102;2;1;5;Partial;Yes;01/03/1968;Others;ELO;No Access;RH;3.3;4.2;4.9;4.165
P00517;Anna Nagar;1703;167;1;1;4;Family;Yes;13/02/2000;Others;ELO;No Access;RH;3.1;2.1;2.6;2.65
P02163;Velachery;1906;81;3;2;5;Family;Yes;27/11/2006;Commercial;NoSewr ;Paved;RH;4.6;4;4.7;4.36
P01712;Chrompet;1262;107;2;1;4;AbNormal;No;03/03/1974;Commercial;AllPub;Paved;RH;3.5;4.3;2.8;3.61
P06535;KK Nagar;1741;11;2;1;4;Partial;Yes;01/08/1999;Others;AllPub;Paved;RH;2.2;2.4;3.1;2.62
P02771;Anna Nagar;1582;198;1;1;4;AdjLand;No;08/08/1985;Commercial;ELO;Paved;RH;2.1;2.4;3.9;2.895
P09207;Velachery;1966;35;3;2;5;AbNormal;Yes;26/02/2000;House;NoSeWa;No Access;I;2.8;3;3.8;3.19
P03516;Chrompet;782;195;1;1;2;Family;Yes;13/03/2003;Commercial;NoSewr ;Paved;RM;2.6;4.5;3.2;3.54
P08004;KK Nagar;2372;10;4;2;6;Normal Sale;Yes;02/06/1979;Others;NoSeWa;Gravel;RM;3.1;5;3.8;3.95
P02891;Karapakkam;1047;63;1;1;3;AdjLand;No;07/07/1997;Commercial;NoSeWa;Paved;I;4.3;4.7;2.8;3.82
P09206;Anna Nagar;1724;136;1;1;4;AbNormal;No;01/03/1991;Others;ELO;Paved;RH;4.5;3.9;2.7;3.63
P06555;Anna Nagar;1756;187;1;1;4;AbNormal;Yes;28/07/1997;House;ELO;Paved;RH;2.4;4.1;2.3;2.785
P00649;Chrompet;750;78;1;1;2;Partial;Yes;15/11/1989;Commercial;ELO;Paved;RL;2;3.7;4;3.28
P04032;KK Nagar;1483;10;2;1;4;AbNormal;No;23/11/2003;Commercial;AllPub;Gravel;RL;2.3;2.5;2;2.24
P02034;Karapakkam;932;86;1;1;3;AbNormal;Yes;30/12/1975;Commercial;NoSewr ;Paved;RM;3.3;2.1;2.5;2.62
P04518;T Nagar;1536;5;1;1;4;AdjLand;Yes;17/08/2002;Others;AllPub;No Access;RH;3.8;3.6;3.1;3.435
P06193;Karapakkam;1657;78;2;2;4;AbNormal;Yes;17/10/1970;Others;NoSeWa;Gravel;RL;3.6;2.5;3.8;3.35
P02369;Karapakkam;1025;84;1;1;3;AbNormal;No;20/10/1995;Commercial;AllPub;No Access;I;2.7;3.6;2.9;3.05
P08063;Adyar;961;45;1;1;3;Normal Sale;Yes;10/05/1988;House;NoSeWa;Gravel;I;3.8;2.1;2.6;2.86
P01022;Chrompet;910;81;1;1;3;AdjLand;No;27/02/1984;Others;NoSeWa;No Access;RM;4.9;3;2.1;3.3
P03221;Karapakkam;1691;100;2;2;4;AbNormal;No;09/05/1980;House;NoSeWa;Gravel;RM;4;3.9;3.5;3.77
P07034;Velachery;1881;169;3;2;5;Family;No;24/03/1968;Commercial;NoSeWa;Paved;RH;2.6;2.9;3.3;2.95
P00783;Chrompet;983;8;1;1;3;AdjLand;Yes;03/08/1983;Others;AllPub;No Access;RL;4.3;3.6;3.9;3.9
P07078;KK Nagar;1507;76;2;1;4;Normal Sale;Yes;10/03/1985;House;NoSeWa;Paved;RL;4.4;4.3;3.3;3.93
P03304;Karapakkam;1470;84;2;2;4;Family;No;27/04/1968;Commercial;NoSeWa;Gravel;I;3.5;3.7;2.1;3
P07736;T Nagar;1511;4;1;1;4;AbNormal;No;19/08/1998;Others;NoSeWa;Gravel;RL;2.8;4.3;3.7;3.58
P02376;Chrompet;707;187;1;1;2;AdjLand;Yes;21/10/1991;House;AllPub;No Access;RH;3.6;3.2;4.9;3.83
P08545;Anna Nagar;1705;139;1;1;4;AbNormal;No;17/11/1990;House;AllPub;No Access;RH;3.7;4.3;2.5;3.37
P03906;Karapakkam;1481;144;2;2;4;Partial;Yes;26/12/1972;Commercial;AllPub;Paved;A;3.7;4.9;2.3;3.5
P01135;Chrompet;1052;106;1;1;3;Normal Sale;No;14/12/1982;House;NoSewr ;No Access;RM;3.6;3.6;2.9;3.39
P06454;KK Nagar;2208;39;3;2;5;Partial;No;21/08/1987;House;NoSewr ;Gravel;RM;2.5;5;2.6;3.29
P06715;KK Nagar;1810;85;3;2;5;Family;Yes;25/06/1979;House;NoSewr ;Gravel;RL;2.8;4.1;4.9;4.03
P01074;Anna Nagar;1839;153;2;1;5;AdjLand;Yes;15/01/1999;House;NoSewr ;Gravel;RH;4;3.6;2.6;3.34
P04482;Karapakkam;1156;46;1;1;3;AdjLand;No;24/08/2003;Commercial;AllPub;Gravel;I;2.3;4.7;4.2;3.78
P09143;T Nagar;1975;8;2;1;5;AbNormal;No;25/03/1995;House;NoSeWa;Paved;RH;4.5;5;2.1;3.545
P09983;Velachery;1655;115;2;1;4;Partial;Yes;26/05/1995;Commercial;ELO;No Access;RH;3;2.3;2.5;2.54
P04935;Karapakkam;504;133;1;1;2;Family;No;02/06/2002;Others;AllPub;Gravel;RM;4.8;5;2.1;3.78
P08493;Velachery;1507;2;2;1;4;AbNormal;No;21/12/1957;House;AllPub;Gravel;I;3.1;4.3;3.4;3.73
P05131;Velachery;1697;41;2;1;4;Family;No;27/04/1996;Commercial;NoSeWa;Paved;C;2.4;3.4;3.4;3.15
P03001;Adyar;801;194;1;1;3;Normal Sale;No;21/06/1991;Commercial;NoSeWa;No Access;C;4.4;4.6;3.2;3.84
P08069;Anna Nagar;1539;39;1;1;4;AbNormal;No;09/05/1992;Others;NoSeWa;No Access;RH;3.6;4.1;4.6;4.125
P06846;Anna Nagar;1576;188;1;1;4;Normal Sale;No;11/05/1993;Others;AllPub;Gravel;RH;4.6;4.6;4.5;4.56
P03830;T Nagar;1977;131;2;1;5;AdjLand;Yes;12/01/1978;Commercial;ELO;Paved;RH;5;4.8;4.2;4.59
P01122;T Nagar;1993;62;2;1;5;Family;Yes;13/12/2000;House;NoSeWa;Paved;RH;3.4;2.7;3.6;3.315
P04417;Karapakkam;857;158;1;1;2;Normal Sale;No;09/09/1993;House;ELO;Paved;I;3.6;2.4;3.4;3.16
P09056;T Nagar;1598;14;1;1;4;Normal Sale;Yes;05/05/1974;Commercial;NoSeWa;Gravel;RM;3.9;2.7;3.4;3.375
P03485;Chrompet;1095;144;1;1;3;AdjLand;Yes;21/03/1999;Others;NoSeWa;Paved;RH;5;4.9;2.8;4.3
P05177;KK Nagar;1603;52;2;1;4;Partial;Yes;17/04/2002;House;NoSewr ;Paved;RM;4.1;3.9;2.5;3.4
P09028;Adyar;930;99;1;1;3;Normal Sale;Yes;14/05/1980;Others;ELO;Gravel;C;3;3.1;5;4.02
P05898;Karapakkam;1147;93;1;1;3;Family;No;08/12/1986;Others;ELO;Paved;C;2.5;2.4;3.5;2.87
P02084;Velachery;1572;10;2;1;4;Family;Yes;15/12/2002;Others;NoSewr ;Paved;RL;2.1;3.3;4.3;3.3
P08253;Velachery;1769;50;2;1;4;AbNormal;Yes;10/03/2001;House;ELO;Gravel;A;3.5;3.6;5;4
P02696;Adyar;868;15;1;1;3;Normal Sale;No;17/08/2001;Others;NoSeWa;Gravel;RL;2.3;2.1;2;2.11
P05822;Karapakkam;1159;55;1;1;3;Normal Sale;No;27/12/1965;House;NoSewr ;Gravel;A;3.3;4;2.4;3.15
P02986;Anna Nagar;1813;186;2;1;5;Normal Sale;No;22/06/1994;Others;ELO;Paved;RM;2.1;2.9;2.3;2.38
P08884;Velachery;1668;192;2;1;4;AbNormal;Yes;18/07/1964;House;NoSeWa;Paved;RH;2.7;2;3.8;2.72
P00367;Chrompet;1178;4;1;1;3;AbNormal;Yes;13/06/1980;Others;NoSewr ;Paved;RL;4.6;4.8;2.5;4.05
P03709;Anna Nagar;1946;90;2;1;5;Partial;Yes;05/02/1975;Others;ELO;No Access;RM;3.7;4.8;4.8;4.415
P08975;T Nagar;1926;193;2;1;5;AdjLand;Yes;31/05/1990;Commercial;NoSewr ;No Access;RM;4.2;4.9;3.1;3.88
P01103;Anna Nagar;1994;68;2;1;5;Partial;Yes;29/12/2000;House;NoSewr ;Gravel;RM;2.3;2.6;4.6;3.295
P06971;Adyar;1229;85;2;2;4;AbNormal;Yes;07/04/1990;Others;NoSewr ;Gravel;RH;3.8;3.5;4.4;4.04
P09324;Chrompet;1172;77;1;1;3;AbNormal;Yes;22/01/1987;House;ELO;No Access;RM;2.7;5;4.7;4.22
P03355;KK Nagar;1564;187;2;1;4;Family;Yes;16/04/1984;Commercial;AllPub;Paved;RH;4.9;3.8;2.9;3.77
P05536;Karapakkam;591;106;1;1;2;AbNormal;Yes;14/02/1979;Commercial;NoSeWa;No Access;RL;2.9;3.2;4;3.43
P01944;Chrompet;1074;3;1;1;3;Normal Sale;Yes;19/01/1973;Commercial;NoSeWa;Gravel;RH;3.3;3.4;2.3;3.04
P00633;Anna Nagar;1814;98;2;1;5;Family;No;30/11/1969;Commercial;NoSewr ;Gravel;RM;3.3;3.6;5;4.055
P06414;Velachery;1545;49;2;1;4;Normal Sale;No;28/08/1992;House;ELO;No Access;C;4.7;4.6;3.8;4.39
P02858;Chrompet;1024;74;1;1;3;AdjLand;Yes;19/07/1977;Commercial;NoSewr ;Gravel;RL;4.8;3;2.7;3.45
P08881;Anna Nagar;1554;190;1;1;4;AdjLand;No;11/07/2002;House;NoSeWa;Gravel;RM;2.6;3.1;4.1;3.325
P01875;Adyar;1284;199;2;2;4;AbNormal;Yes;29/01/1987;House;NoSeWa;Paved;RH;2.3;2.4;2.4;2.37
P07908;Adyar;928;93;1;1;3;Partial;No;30/06/1999;House;AllPub;Gravel;C;3.9;3.8;3.8;3.83
P04079;Karapakkam;1107;41;1;1;3;AbNormal;No;23/11/1964;House;NoSeWa;Gravel;A;3.2;3;2.2;2.74
P04959;Adyar;1231;139;2;2;4;Family;Yes;05/06/1974;Others;ELO;No Access;RM;3.6;4.4;4.8;4.36
P02504;Karapakkam;1050;189;1;1;3;AdjLand;Yes;27/09/1985;Others;AllPub;Paved;RH;2.3;2;3.2;2.57
P02726;Karapakkam;1353;183;2;2;4;AbNormal;Yes;18/08/1977;Others;ELO;Paved;I;3.1;2.5;3;2.88
P05137;Karapakkam;1047;18;1;1;3;Family;No;26/04/1992;House;NoSeWa;Gravel;I;3.3;2.8;4.9;3.79
P04503;Karapakkam;1335;186;2;2;4;AdjLand;Yes;25/08/1980;Others;ELO;No Access;RH;3.8;2.8;4.1;3.62
