PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P05856,KK Nagar,2326,10-12-2009,58,4.0,2.0,6,AbNormal,Yes,15-12-1990,House,NoSeWa,Gravel,RH,4.8,2.9,3.4,3.67,482767,253453,12069180
P03790,Anna Nagar,1955,10-01-2011,152,2.0,1.0,5,Family,Yes,20-01-1971,Others,NoSeWa,Gravel,RH,4.9,3.4,4.7,4.445,584336,116867,14608400
P07091,T Nagar,1913,28-02-2009,113,2.0,1.0,5,Partial,Yes,11-03-1967,Commercial,AllPub,Paved,RH,3.9,3.6,2.9,3.375,703912,269143,20703290
P08268,KK Nagar,1673,06-03-2008,20,2.0,1.0,4,Partial,Yes,09-03-1998,Commercial,NoSewr ,Gravel,RL,2.0,4.9,4.6,3.91,628735,291365,15335000
P07566,Velachery,1603,30-09-2008,159,2.0,1.0,4,Family,Yes,12-10-1963,Others,AllPub,Paved,RL,3.3,2.6,2.8,2.84,362359,155297,10353100
P07565,KK Nagar,2370,01-10-2008,58,4.0,2.0,6,AbNormal,Yes,09-10-1979,Commercial,AllPub,Gravel,RH,4.5,3.7,3.4,3.82,774637,415659,18893580
P06892,Adyar,706,27-04-2009,61,1.0,1.0,2,Normal Sale,No,30-04-1999,Others,AllPub,No Access,A,2.7,3.2,2.1,2.5,193150,19315,4828750
P06707,Anna Nagar,1822,19-06-2009,195,2.0,1.0,5,Normal Sale,Yes,22-06-1997,Commercial,AllPub,No Access,RM,4.4,3.3,4.9,4.325,733135,172502,21562790
P01523,Chrompet,1008,25-03-2012,148,1.0,1.0,3,AdjLand,Yes,28-03-2002,Commercial,NoSewr ,Paved,RH,3.3,2.9,4.2,3.41,399730,38684,12894500
P02147,Karapakkam,1632,30-11-2011,71,2.0,2.0,4,AdjLand,No,12-12-1961,Others,ELO,No Access,I,3.1,4.1,3.9,3.72,204825,129723,6827500
P01892,Anna Nagar,1779,21-01-2012,137,1.0,1.0,4,Partial,No,31-01-1972,Others,NoSewr ,Paved,RM,2.7,4.2,3.9,3.555,371068,185534,13252420
P01087,T Nagar,1580,05-01-2013,35,1.0,1.0,4,AdjLand,No,07-01-2005,Commercial,NoSeWa,Paved,RM,2.9,3.9,5.0,4.095,694318,154293,19286610
P02974,KK Nagar,1567,21-06-2011,199,2.0,1.0,4,Partial,No,24-06-1999,Others,NoSeWa,Gravel,RM,2.2,2.5,4.5,3.21,353225,145446,10388980
P03175,Karapakkam,1076,12-05-2011,151,1.0,1.0,3,AbNormal,Yes,22-05-1971,House,ELO,Gravel,C,2.8,4.5,4.7,4.07,203511,148008,6167000
P01473,Anna Nagar,1514,16-04-2012,72,1.0,1.0,4,AdjLand,No,24-04-1980,House,NoSewr ,No Access,RM,4.5,4.4,5.0,4.675,330127,91070,11383690
P00768,T Nagar,1674,09-08-2013,15,1.0,1.0,4,AbNormal,No,20-08-1969,House,AllPub,No Access,RH,4.8,4.3,4.4,4.495,301894,166562,10410130
P02378,KK Nagar,1301,16-10-2011,164,1.0,1.0,3,AdjLand,Yes,22-10-1985,Commercial,NoSeWa,Gravel,RM,3.7,4.1,3.1,3.58,529649,209072,13938120
P07368,KK Nagar,1531,07-12-2008,188,2.0,1.0,4,Partial,Yes,12-12-1991,Commercial,AllPub,Gravel,RH,4.9,3.5,3.6,3.96,459589,292466,13926940
P01251,Chrompet,1005,27-09-2012,47,1.0,1.0,3,Family,Yes,05-10-1980,Others,AllPub,Paved,RM,4.8,4.2,4.3,4.41,256261,92254,10250450
P02608,Karapakkam,1245,02-09-2011,198,1.0,1.0,3,AbNormal,Yes,06-09-1995,Others,AllPub,Paved,I,3.8,4.1,3.9,3.93,234911,70473,7830375
P06826,Adyar,763,11-05-2009,96,1.0,1.0,2,AbNormal,No,20-05-1974,Others,NoSewr ,Gravel,RL,3.1,3.2,2.6,2.87,327301,16365,8182525
P00568,Chrompet,996,31-12-2013,92,1.0,1.0,3,Family,Yes,07-01-1986,Others,NoSeWa,Gravel,RL,3.9,3.6,2.6,3.39,255609,29493,9831120
P08465,Adyar,847,23-12-2007,7,1.0,1.0,3,Partial,No,02-01-1968,Others,NoSeWa,Gravel,RH,2.6,2.1,2.7,2.55,284707,14985,7492300
P09603,Velachery,1712,27-07-2006,182,2.0,1.0,4,AbNormal,Yes,07-08-1961,House,NoSeWa,No Access,I,3.7,3.3,4.6,3.79,309236,65102,8137800
P03356,KK Nagar,1847,10-04-2011,14,3.0,2.0,5,Partial,Yes,16-04-1985,Other,NoSewr ,Gravel,RL,3.4,3.5,3.9,3.63,572901,222145,11691860
P01799,Karapakkam,641,06-02-2012,121,1.0,1.0,2,Family,No,07-02-2007,House,AllPub,No Access,I,2.5,4.2,3.9,3.57,191531,93638,4256250
P07159,Chrompet,777,05-02-2009,27,1.0,1.0,2,AdjLand,Yes,11-02-1987,House,AllPub,Gravel,RH,3.9,4.5,4.3,4.26,274250,119984,8570300
P04869,Anna Nagar,1861,15-06-2010,1,2.0,1.0,5,Family,Yes,22-06-1980,House,NoSeWa,No Access,RH,2.3,5.0,4.5,3.855,372212,156089,12006850
P03993,Karapakkam,692,28-11-2010,13,1.0,1.0,2,Partial,Yes,06-12-1977,House,NoSeWa,Paved,C,3.0,3.6,4.0,3.58,165973,80744,4485750
P09746,Velachery,1638,01-10-2005,133,2.0,1.0,4,Partial,No,09-10-1972,Commercial,AllPub,No Access,RM,3.4,3.3,3.8,3.48,534842,164567,13713910
P05512,Chrompet,1196,11-02-2010,137,1.0,1.0,3,Family,No,16-02-1991,Others,NoSewr ,No Access,RL,2.1,2.5,2.1,2.26,289554,35097,8774370
P03240,Karapakkam,1013,28-04-2011,164,1.0,1.0,3,AdjLand,No,05-05-1983,Commercial,NoSewr ,No Access,RM,4.1,2.6,5.0,4.01,380440,133154,9511000
P04382,KK Nagar,1470,13-09-2010,152,2.0,1.0,4,Family,Yes,15-09-2001,Others,NoSeWa,Gravel,RL,3.1,4.4,2.8,3.37,492595,192754,10708580
P07734,Chrompet,1097,16-08-2008,110,1.0,1.0,3,Normal Sale,No,20-08-1993,House,AllPub,Paved,RM,2.0,3.9,4.1,3.39,252446,158947,9349850
P06101,Velachery,1866,23-10-2009,145,3.0,2.0,5,AbNormal,Yes,31-10-1979,Commercial,NoSeWa,No Access,RM,4.9,4.5,3.3,4.24,621946,163670,16367000
P03340,Chrompet,1138,11-04-2011,70,1.0,1.0,3,Family,No,21-04-1971,Commercial,NoSeWa,Paved,RH,2.0,3.1,4.4,3.16,388423,164786,11770400
P05299,Karapakkam,939,23-03-2010,35,1.0,1.0,3,Family,No,30-03-1982,Commercial,ELO,Paved,RM,4.7,2.8,3.8,3.77,338513,192129,9149000
P02548,T Nagar,1532,13-09-2011,41,1.0,1.0,4,AbNormal,No,14-09-2004,House,ELO,Paved,RH,4.7,3.2,4.9,4.415,302461,97220,10802190
P09560,T Nagar,1770,12-10-2006,149,1.0,1.0,4,AdjLand,Yes,18-10-1983,Commercial,ELO,No Access,RL,3.9,3.6,2.5,3.195,687239,101065,20212910
P05858,Karapakkam,849,09-12-2009,40,1.0,1.0,2,AdjLand,Yes,17-12-1978,House,ELO,Gravel,I,3.2,2.1,2.9,2.75,213106,58120,6457750
P06603,Adyar,1299,16-07-2009,51,2.0,2.0,4,Family,Yes,26-07-1970,House,ELO,Gravel,RM,4.4,3.4,3.6,3.8,444970,79866,11409485
P05915,Karapakkam,656,30-11-2009,112,1.0,1.0,2,AbNormal,No,02-12-2002,House,NoSewr ,No Access,A,4.3,2.2,4.1,3.59,138058,33014,3001250
P01346,Chrompet,860,21-07-2012,34,1.0,1.0,3,AdjLand,Yes,27-07-1989,House,ELO,Gravel,RM,3.3,2.3,3.3,2.9,283227,29299,9766450
P05297,Karapakkam,693,23-03-2010,38,1.0,1.0,2,AbNormal,No,30-03-1981,Others,NoSewr ,Paved,I,2.6,3.9,2.3,2.87,224646,46801,4680125
P00371,T Nagar,1914,04-06-2014,76,2.0,1.0,5,AdjLand,No,12-06-1983,Commercial,AllPub,Paved,RM,3.8,2.9,3.5,3.44,855567,263251,21937620
P06740,Velachery,1904,08-06-2009,89,3.0,2.0,5,AbNormal,No,14-06-1985,Others,ELO,Paved,A,5.0,2.6,4.1,3.65,297667,170096,8504780
P04993,Adyar,1096,21-05-2010,103,1.0,1.0,3,Family,Yes,22-05-2005,House,NoSeWa,No Access,C,4.9,2.6,4.1,4.04,233677,30152,7537975
P06186,Karapakkam,1226,08-10-2009,138,1.0,1.0,3,Family,Yes,18-10-1971,Others,AllPub,Paved,RH,3.5,3.9,2.8,3.34,369103,78533,7853250
P05268,Karapakkam,806,28-03-2010,153,1.0,1.0,2,Family,Yes,03-04-1986,Commercial,ELO,Paved,RH,3.0,2.3,3.0,2.79,391632,187657,8159000
P09327,Adyar,611,16-01-2007,117,1.0,1.0,2,Normal Sale,No,25-01-1972,Commercial,ELO,No Access,RL,2.3,2.3,3.3,2.8,313501,16500,8250025
P05401,Chrompet,827,03-03-2010,27,1.0,1.0,3,AbNormal,Yes,04-03-2006,Others,AllPub,Paved,RM,3.3,2.1,2.3,2.52,246975,118548,9878990
P02897,Chrompet,703,03-07-2011,145,1.0,1.0,2,Normal Sale,Yes,12-07-1972,Commercial,NoSewr ,Gravel,RM,4.3,2.2,2.5,2.92,339632,101889,11321050
P02885,Karapakkam,745,05-07-2011,81,1.0,1.0,2,Normal Sale,No,11-07-1985,Commercial,ELO,Paved,RH,4.9,2.5,3.4,3.58,272552,97839,6988500
P00561,T Nagar,1931,04-01-2014,42,2.0,1.0,5,Normal Sale,Yes,14-01-1976,Commercial,AllPub,Paved,RL,3.4,3.5,3.4,3.425,790593,373335,21960910
P08526,Velachery,1871,24-11-2007,2,3.0,2.0,5,AbNormal,Yes,29-11-1984,Commercial,AllPub,Gravel,A,2.0,2.1,3.6,2.53,460419,148522,14852210
P09902,Velachery,1938,08-11-2004,70,3.0,2.0,5,Normal Sale,Yes,15-11-1979,Commercial,AllPub,Gravel,A,2.2,4.5,2.0,3.18,474850,122542,15317750
P09802,Velachery,1966,13-06-2005,60,3.0,2.0,5,AbNormal,No,15-06-1999,House,NoSeWa,Gravel,C,3.4,4.5,3.6,3.96,317668,140148,9343170
P09898,Velachery,1784,19-11-2004,11,2.0,1.0,4,AdjLand,Yes,24-11-1986,House,NoSeWa,Gravel,RH,4.5,2.9,3.1,3.36,403077,185197,10893960
P02544,Karapakkam,1332,13-09-2011,120,1.0,1.0,3,Family,No,15-09-2003,House,NoSewr ,Paved,I,2.2,4.7,2.6,3.11,232668,155112,6463000
P01635,Karapakkam,896,05-03-2012,107,1.0,1.0,3,Normal Sale,Yes,08-03-2002,Commercial,NoSeWa,No Access,A,3.9,2.9,3.1,3.28,216496,74421,6765500
P04209,KK Nagar,2175,17-10-2010,72,3.0,2.0,5,AbNormal,No,23-10-1985,House,AllPub,Gravel,RL,4.9,4.1,4.4,4.46,544632,90772,11346500
P06277,KK Nagar,1905,24-09-2009,0,3.0,2.0,5,AdjLand,Yes,30-09-1985,House,NoSewr ,Gravel,RM,2.7,4.8,3.5,3.65,531974,284544,12371480
P02470,Adyar,1170,29-09-2011,120,1.0,1.0,3,AdjLand,No,08-10-1975,House,NoSeWa,Gravel,RH,3.0,3.3,4.0,3.56,337985,18269,9134740
P04686,Karapakkam,1294,18-07-2010,81,1.0,1.0,3,AdjLand,Yes,23-07-1988,Others,NoSeWa,No Access,RM,4.7,3.5,4.0,4.06,338948,155733,9160750
P08955,Adyar,907,05-06-2007,31,1.0,1.0,3,Partial,Yes,09-06-1988,House,AllPub,Gravel,A,3.8,2.8,5.0,4.2,235956,107253,7150185
P04225,Karapakkam,541,12-10-2010,15,1.0,1.0,2,Normal Sale,Yes,19-10-1982,Others,NoSewr ,No Access,RL,3.9,3.0,4.6,3.91,281783,89931,5995375
P02560,Karapakkam,510,11-09-2011,39,1.0,1.0,2,AdjLand,No,16-09-1988,Others,NoSeWa,Paved,RM,2.6,3.5,2.1,2.67,199984,106242,6249500
P09076,Chrompet,1119,15-04-2007,8,1.0,1.0,3,Family,Yes,24-04-1971,House,NoSewr ,Gravel,RM,4.6,4.5,3.0,4.08,259670,31160,10386800
P05776,Karapakkam,1566,24-12-2009,79,2.0,2.0,4,AbNormal,No,01-01-1978,Commercial,NoSeWa,Gravel,A,3.6,4.4,4.1,4.04,350350,190190,10010000
P08893,Velachery,1971,02-07-2007,152,3.0,2.0,5,Normal Sale,No,05-07-1995,House,NoSeWa,Paved,RH,3.1,3.2,3.2,3.18,373863,147577,9838490
P06966,T Nagar,1882,03-04-2009,117,2.0,1.0,5,Family,Yes,14-04-1967,Commercial,ELO,No Access,RH,4.2,3.4,3.7,3.775,731190,197619,19761890
P05575,Adyar,641,01-02-2010,168,1.0,1.0,2,AdjLand,No,05-02-1993,Commercial,NoSewr ,Paved,RL,2.1,2.3,3.0,2.59,348175,89531,9947855
P01295,Chrompet,917,24-08-2012,139,1.0,1.0,3,Partial,Yes,27-08-2000,Commercial,AllPub,No Access,RL,2.1,3.7,3.4,3.13,339190,175443,11696200
P06298,Karapakkam,1485,17-09-2009,120,2.0,2.0,4,AbNormal,Yes,25-09-1977,House,ELO,No Access,RL,2.0,3.0,4.8,3.42,360923,104267,8020500
P00245,Chrompet,1222,29-08-2014,98,2.0,1.0,4,Partial,No,05-09-1985,Commercial,NoSewr ,Paved,RM,4.7,2.2,3.8,3.43,348274,125379,13930950
P08486,Velachery,1640,13-12-2007,149,2.0,1.0,4,Normal Sale,Yes,22-12-1970,House,ELO,Paved,RM,2.2,3.3,2.1,2.67,360356,113255,10295890
P00075,Chrompet,1087,26-12-2014,141,1.0,1.0,3,Family,Yes,31-12-1993,Commercial,NoSewr ,No Access,RH,4.4,2.7,4.9,3.87,357238,160141,12318550
P08122,Adyar,786,17-04-2008,118,1.0,1.0,2,Family,Yes,20-04-1998,Others,AllPub,Gravel,RM,5.0,2.5,2.3,3.15,362994,10371,10371250
P09077,Velachery,1542,14-04-2007,199,2.0,1.0,4,Family,Yes,26-04-1959,House,AllPub,Gravel,RM,3.1,2.1,3.3,2.71,344951,188155,10453060
P07485,T Nagar,1832,26-10-2008,138,2.0,1.0,5,AdjLand,No,01-11-1987,Commercial,NoSeWa,Gravel,RM,3.6,4.3,2.7,3.37,845790,260243,21686920
P01816,KK Nagar,2321,03-02-2012,27,4.0,2.0,6,Family,Yes,08-02-1992,House,AllPub,Gravel,RL,4.8,3.6,2.9,3.68,612298,306149,12756200
P08265,Anna Nagar,1522,06-03-2008,94,1.0,1.0,4,Normal Sale,Yes,10-03-1993,Others,AllPub,Paved,RM,3.1,3.1,5.0,3.86,503682,209867,13991160
P06994,Chrompet,1199,29-03-2009,56,1.0,1.0,3,Partial,No,08-04-1969,House,AllPub,No Access,RL,4.8,2.4,2.0,3.0,201739,85351,7759200
P00616,Chrompet,1053,25-11-2013,121,1.0,1.0,3,Family,Yes,03-12-1980,House,NoSewr ,No Access,RH,3.0,3.4,4.7,3.67,211133,117296,7819750
P04976,Chrompet,1104,24-05-2010,124,1.0,1.0,3,Partial,Yes,25-05-2005,Others,AllPub,Paved,RH,2.6,3.7,4.7,3.67,281829,145773,9718230
P09298,Anna Nagar,1852,27-01-2007,55,2.0,1.0,5,Family,No,03-02-1977,House,AllPub,No Access,RL,3.9,4.6,3.1,3.755,366639,201060,11827050
P09477,T Nagar,1545,19-11-2006,58,1.0,1.0,4,Family,No,27-11-1975,Commercial,AllPub,No Access,RL,2.2,3.2,2.7,2.675,454649,286261,16838870
P01379,Chrompet,1131,23-06-2012,69,1.0,1.0,3,Partial,Yes,02-07-1976,House,AllPub,Paved,RH,2.5,3.5,4.3,3.44,240878,86028,8602800
P00771,Anna Nagar,1762,06-08-2013,113,1.0,1.0,4,AdjLand,No,14-08-1981,Others,AllPub,Gravel,RH,4.8,2.1,3.9,3.765,482661,67036,13407250
P04963,KK Nagar,2369,27-05-2010,173,4.0,2.0,6,Normal Sale,Yes,03-06-1982,Commercial,NoSeWa,Paved,RM,4.7,2.9,4.6,4.12,952411,485924,19436960
P04024,Velachery,1709,23-11-2010,153,2.0,1.0,4,Partial,Yes,02-12-1974,House,NoSeWa,Paved,C,4.1,4.0,4.1,4.06,300949,138274,8133770
P06790,KK Nagar,1634,23-05-2009,1,2.0,1.0,4,Normal Sale,No,28-05-1990,Commercial,NoSewr ,Paved,RL,4.2,3.2,2.9,3.38,534798,301681,13712780
P06761,Adyar,1054,02-06-2009,59,1.0,1.0,3,Normal Sale,No,05-06-1997,Others,NoSewr ,No Access,I,2.8,3.7,3.9,3.53,239942,15480,7740080
P07218,Anna Nagar,1687,18-01-2009,72,1.0,1.0,4,Family,Yes,26-01-1978,House,AllPub,No Access,RH,5.0,4.7,2.7,4.005,376450,68445,11407570
P06917,Chrompet,844,19-04-2009,51,1.0,1.0,3,AbNormal,Yes,21-04-2002,House,NoSewr ,Gravel,RL,4.5,4.2,2.8,3.87,232986,93195,9319450
P01592,Chrompet,883,13-03-2012,196,1.0,1.0,3,AdjLand,No,18-03-1995,House,NoSeWa,Paved,RL,3.7,3.1,4.1,3.58,263187,31901,7975350
P00934,Anna Nagar,1622,20-04-2013,79,1.0,1.0,4,AdjLand,Yes,22-04-2006,House,NoSeWa,Paved,RM,2.2,3.3,2.2,2.475,406434,243860,13547790
P08248,Velachery,1976,10-03-2008,147,3.0,2.0,5,AbNormal,Yes,23-03-1959,Commercial,ELO,No Access,RH,2.2,2.4,2.6,2.41,564475,259353,15256080
P04624,Karapakkam,1516,29-07-2010,62,2.0,2.0,4,Family,Yes,03-08-1989,Commercial,NoSewr ,Gravel,C,4.2,2.5,3.2,3.29,346313,253963,11543750
P07285,Chrompet,1001,30-12-2008,183,1.0,1.0,3,AbNormal,Yes,01-01-2002,Commercial,NoSewr ,Gravel,RH,5.0,3.5,2.7,3.71,418843,222510,13088850
P05390,Chrompet,929,05-03-2010,39,1.0,1.0,3,AdjLand,Yes,06-03-2006,House,NoSewr ,Paved,RH,3.1,4.5,3.4,3.75,293944,35630,8907400
P04075,T Nagar,1881,13-11-2010,140,2.0,1.0,5,Normal Sale,Yes,24-11-1967,Commercial,ELO,Paved,RL,2.1,2.4,3.6,2.85,611255,337244,21077760
P04274,KK Nagar,1919,03-10-2010,96,3.0,2.0,5,AbNormal,No,06-10-1997,Others,AllPub,Paved,RM,5.0,3.2,2.8,3.58,467218,163526,11680440
P06681,Velachery,1944,26-06-2009,152,3.0,2.0,5,AdjLand,No,05-07-1974,Others,NoSewr ,Paved,A,4.1,3.5,4.4,3.92,269721,80916,8990700
P00705,Anna Nagar,1529,03-10-2013,144,1.0,1.0,4,AdjLand,No,09-10-1989,House,NoSeWa,No Access,RL,4.5,2.4,2.1,3.015,320068,96020,10668930
P08793,Adyar,1199,16-08-2007,190,1.0,1.0,3,AbNormal,No,21-08-1987,Others,ELO,Gravel,RH,3.9,2.6,4.7,4.04,395284,19764,9882100
P06610,Karapakkam,602,14-07-2009,0,1.0,1.0,2,AdjLand,No,21-07-1983,Others,NoSeWa,Paved,RM,3.8,2.2,4.7,3.68,328013,118085,6560250
P05267,KK Nagar,1737,29-03-2010,173,2.0,1.0,4,AdjLand,No,03-04-1991,Commercial,NoSewr ,Paved,RM,4.8,3.4,2.9,3.62,670850,137219,15246580
P01778,Karapakkam,1062,09-02-2012,15,1.0,1.0,3,AdjLand,Yes,14-02-1991,House,AllPub,No Access,A,4.3,2.1,4.9,3.88,170744,112051,5335750
P09438,Adyar,1261,07-12-2006,144,2.0,2.0,4,AdjLand,Yes,17-12-1967,Others,NoSewr ,Paved,C,4.7,4.3,2.3,3.42,337865,57920,9653285
P04360,Chrompet,1055,16-09-2010,132,1.0,1.0,3,Normal Sale,No,25-09-1974,Others,NoSewr ,Paved,RL,4.3,3.5,4.3,3.98,253296,113547,8734350
P06192,Karapakkam,500,07-10-2009,111,1.0,1.0,2,Family,Yes,13-10-1986,Commercial,ELO,Gravel,I,2.3,3.4,3.1,2.95,257917,72746,6613250
P08888,Adyar,790,04-07-2007,200,1.0,1.0,2,Normal Sale,No,11-07-1978,Commercial,NoSeWa,Gravel,I,2.7,4.3,2.4,2.87,341531,107338,9758035
P08842,Adyar,1261,28-07-2007,172,2.0,2.0,4,Family,No,01-08-1990,Commercial,AllPub,Gravel,A,4.5,5.0,4.1,4.4,504697,194114,12940955
P06287,Karapakkam,557,20-09-2009,105,1.0,1.0,2,Family,Yes,24-09-1992,Others,ELO,No Access,I,4.3,3.0,2.8,3.31,183695,94203,4710125
P07726,Anna Nagar,1997,19-08-2008,13,2.0,1.0,5,Partial,Yes,29-08-1968,Others,NoSeWa,No Access,RL,3.4,3.7,3.7,3.595,450328,253310,14072760
P00844,Anna Nagar,1730,21-06-2013,138,1.0,1.0,4,Family,No,25-06-1997,Others,ELO,Gravel,RM,4.4,3.8,2.2,3.37,390262,83628,13937920
P00498,Chrompet,1047,23-02-2014,105,1.0,1.0,3,AbNormal,Yes,05-03-1974,Others,ELO,Gravel,RM,2.8,4.3,4.5,3.91,273712,84219,10527390
P04305,Karapakkam,578,26-09-2010,29,1.0,1.0,2,AdjLand,Yes,06-10-1971,House,NoSeWa,No Access,RL,2.4,3.9,2.4,2.85,270450,92068,5754250
P08908,Chrompet,1264,24-06-2007,173,2.0,1.0,4,AdjLand,Yes,29-06-1984,Commercial,AllPub,Pavd,RL,4.3,4.8,2.5,3.96,495707,77454,15490850
P08852,Adyar,601,25-07-2007,196,1.0,1.0,2,Family,Yes,01-08-1976,House,NoSewr ,Gravel,RM,2.3,2.5,3.5,2.94,285086,8639,8638965
P07077,KK Nagar,2282,04-03-2009,72,4.0,2.0,6,Normal Sale,No,11-03-1982,House,NoSewr ,Gravel,RM,5.0,4.2,2.7,3.84,401648,267765,12171140
P07907,Velachery,1643,27-06-2008,52,2.0,1.0,4,Family,Yes,05-07-1977,Commercial,AllPub,Paved,RM,4.8,3.6,2.4,3.54,577164,249584,15599020
P07809,KK Nagar,1873,26-07-2008,130,3.0,2.0,5,AbNormal,No,01-08-1985,Commercial,NoSeWa,Gravel,RL,4.7,3.2,4.0,3.97,681747,216920,15494260
P03574,T Nagar,1665,25-02-2011,9,1.0,1.0,4,Family,No,01-03-1995,Others,ELO,No Access,RL,3.6,4.5,4.3,4.14,349266,228830,12043670
P05894,Velachery,1948,03-12-2009,19,3.0,2.0,5,AbNormal,No,10-12-1983,House,NoSewr ,Gravel,C,3.9,3.1,4.1,3.6,359541,62920,8988520
P04862,Karapakkam,1139,16-06-2010,131,1.0,1.0,3,AdjLand,Yes,26-06-1969,Others,NoSewr ,Paved,A,2.3,4.6,4.2,3.75,205951,54516,6057375
P06674,Velachery,1833,28-06-2009,81,3.0,2.0,5,AdjLand,Yes,05-07-1980,Others,NoSewr ,No Access,I,2.9,2.7,3.9,3.11,344506,101325,10132530
P09449,Velachery,1726,30-11-2006,40,2.0,1.0,4,Partial,Yes,05-12-1987,Commercial,AllPub,Paved,I,3.9,4.2,3.2,3.83,448605,202596,14471130
P07829,Adyar,1072,20-07-2008,192,1.0,1.0,3,Family,Yes,23-07-1999,Commercial,ELO,No Access,C,2.6,2.3,4.7,3.59,415726,92383,11547935
P08911,Chrompet,750,23-06-2007,85,1.0,1.0,2,Normal Sale,No,02-07-1970,Others,NoSeWa,Gravel,RM,4.1,3.6,4.6,4.05,223756,49724,8287250
P04531,KK Nagar,2178,14-08-2010,57,3.0,2.0,5,Partial,No,17-08-1999,House,NoSeWa,Gravel,RL,3.4,2.5,2.4,2.73,338446,262023,10917620
P07534,Chrompet,818,11-10-2008,11,1.0,1.0,3,AdjLand,Yes,18-10-1982,House,NoSewr ,Gravel,RM,2.4,2.8,2.6,2.62,271631,135815,9701100
P05774,KK Nagar,1338,25-12-2009,116,2.0,1.0,4,Normal Sale,No,27-12-2000,Commercial,AllPub,Gravel,RL,3.6,3.2,2.9,3.2,411103,231246,12846980
P04936,Velachery,1740,31-05-2010,83,2.0,1.0,4,AdjLand,Yes,06-06-1987,Commercial,AllPub,Paved,RM,4.7,2.8,4.0,3.64,504099,252050,16803310
P09460,Chrompet,964,28-11-2006,150,1.0,1.0,3,AbNormal,Yes,08-12-1967,House,NoSeWa,Gravel,RH,4.2,4.7,2.5,3.89,270734,143828,8460450
P04574,Velachery,1584,06-08-2010,11,2.0,1.0,4,AdjLand,No,18-08-1961,House,NoSewr ,No Access,RL,2.3,2.4,3.7,2.77,261860,90014,8183130
P07119,Velachery,1722,16-02-2009,112,2.0,1.0,4,AbNormal,Yes,21-02-1992,Others,NoSewr ,No Access,RL,3.7,4.7,2.1,3.67,332597,171663,10728940
P06241,Adyar,830,30-09-2009,82,1.0,1.0,3,Partial,Yes,03-10-1998,Others,AllPub,Gravel,RH,2.4,2.1,5.0,3.64,278900,102263,9296665
P06700,Chrompet,802,20-06-2009,182,1.0,1.0,3,AbNormal,Yes,23-06-1999,Commercial,ELO,No Access,RL,2.3,2.2,3.7,2.68,311944,150594,10756700
P01979,KK Nagar,1526,04-01-2012,64,2.0,1.0,4,Normal Sale,Yes,09-01-1990,Commercial,AllPub,Paved,RH,4.1,3.8,4.5,4.17,518512,327481,13645040
P04254,Karapakkam,1015,05-10-2010,109,1.0,1.0,3,Normal Sale,No,16-10-1966,Commercial,ELO,Paved,I,2.5,3.6,3.6,3.27,269244,186975,7479000
P00692,Chrompet,878,12-10-2013,65,1.0,1.0,3,Partial,No,20-10-1982,House,AllPub,No Access,RM,4.8,2.2,3.6,3.4,206042,29435,7358650
P04443,KK Nagar,2064,30-08-2010,101,3.0,2.0,5,AbNormal,No,04-09-1989,Commercial,NoSeWa,Gravel,RL,2.6,3.3,2.9,2.93,725904,362952,16497820
P08983,T Nagar,1925,25-05-2007,177,2.0,1.0,5,Normal Sale,Yes,26-05-2000,Commercial,AllPub,Gravel,RM,3.5,4.6,3.6,3.82,923026,378677,23667340
P01574,Adyar,1282,15-03-2012,183,2.0,2.0,4,Family,Yes,24-03-1979,House,NoSewr ,No Access,C,4.6,3.1,3.5,3.75,279170,103692,7976295
P08080,KK Nagar,2241,03-05-2008,10,4.0,2.0,6,Family,Yes,10-05-1983,House,AllPub,Paved,RM,4.2,2.7,4.5,3.87,477329,238665,12561300
P06242,Chrompet,927,30-09-2009,185,1.0,1.0,3,AbNormal,No,04-10-1993,Others,AllPub,Gravel,RH,3.2,2.0,2.6,2.54,276177,100428,8368990
P05916,Karapakkam,1265,30-11-2009,81,1.0,1.0,3,Family,Yes,06-12-1985,Commercial,ELO,Paved,I,3.9,4.1,2.8,3.52,401080,90243,10027000
P09050,T Nagar,1571,01-05-2007,61,1.0,1.0,4,Normal Sale,No,09-05-1972,House,AllPub,No Access,RH,2.5,3.2,4.8,3.71,322944,90828,10092000
P00589,Anna Nagar,1586,19-12-2013,14,1.0,1.0,4,Family,No,30-12-1969,House,AllPub,Paved,RL,2.3,4.8,3.2,3.285,272061,195884,10882430
P09094,Adyar,997,08-04-2007,172,1.0,1.0,3,AdjLand,Yes,09-04-2002,House,NoSeWa,No Access,RL,2.1,4.2,3.4,3.17,358312,122581,9429275
P00634,T Nagar,1840,18-11-2013,101,2.0,1.0,5,Partial,Yes,28-11-1972,Others,NoSewr ,Paved,RL,2.3,3.3,3.6,3.135,364439,98118,14016870
P08245,KK Nagar,2451,11-03-2008,57,4.0,2.0,6,AbNormal,No,19-03-1978,Others,NoSeWa,Paved,RM,3.5,4.7,3.1,3.7,647641,194292,12952820
